from,amount,to

341,$361.76,125

370,"$1,463.39",56

417,$997.52,382

464,"$1,086.51",18

87,"$2,353.94",13

139,$691.20,22

170,$409.44,433

140,$261.88,68

243,$364.35,180

495,"$4,931.49",233

289,"$1,751.67",147

126,$590.68,27

303,"$2,241.32",315

86,"$1,317.52",134

386,$619.47,376

308,$212.03,122

9,"$1,238.53",127

219,"$1,189.63",129

426,"$3,083.79",110

322,"$2,733.09",274

95,$362.20,19

309,"$1,503.81",367

495,$680.90,203

17,"$1,432.75",109

341,$387.27,242

406,"$16,775.40",6

413,$306.92,348

13,"$3,017.45",62

297,"$1,074.73",117

102,$719.01,134

299,$441.83,439

228,"$1,338.12",322

443,$399.15,299

80,"$1,475.71",426

78,"$1,185.03",122

165,$221.15,477

487,"$3,685.19",403

155,"$1,438.88",123

220,$383.55,331

188,"$1,125.18",139

83,$393.46,315

13,$367.02,19

2,"$1,981.53",76

318,$897.11,143

142,$500.53,451

220,"$2,100.56",180

2,"$2,248.00",308

231,"$1,336.09",227

103,"$1,762.14",333

176,"$2,534.63",310

292,"$1,874.78",148

272,"$6,096.98",134

32,$244.94,175

88,$141.18,92

374,$628.22,273

38,$606.17,389

129,$559.41,7

487,$690.08,316

238,"$1,158.54",86

100,"$4,134.67",21

61,$678.75,248

242,"$1,423.86",82

480,"$1,088.07",199

281,"$1,384.03",296

99,$698.54,64

143,$811.99,38

194,"$1,604.48",138

332,$938.18,112

339,"$1,315.00",176

4,$657.04,301

106,$963.08,2

441,"$1,229.91",82

152,"$1,555.15",205

16,"$1,045.44",187

246,$665.92,179

56,"$1,689.25",321

491,"$1,257.23",357

236,"$1,769.95",199

129,"$1,881.31",359

47,"$1,996.98",4

397,"$2,701.28",455

135,$710.95,41

269,"$1,589.99",329

46,"$2,396.91",497

337,$346.25,151

285,"$1,001.04",403

462,"$1,824.25",118

210,"$2,200.35",178

322,$526.95,322

8,$982.13,19

185,"$1,625.56",196

462,$496.44,419

399,$321.59,359

245,"$1,262.16",349

330,$986.99,66

363,$402.06,51

358,"$1,542.70",221

354,"$4,353.30",351

259,$667.64,370

428,$741.61,453

188,"$2,160.64",22

44,$423.07,391

268,$580.13,234

150,"$2,324.03",476

132,"$1,827.80",196

385,"$2,417.66",229

70,"$1,020.64",93

425,"$1,082.59",65

168,$839.40,490

368,$662.12,92

101,$227.28,193

196,$499.23,218

50,"$2,014.20",5

144,$738.51,174

166,"$1,751.85",385

319,$316.71,145

318,$553.49,280

55,$143.86,20

21,$649.92,83

261,$741.29,458

137,$207.30,70

149,"$1,434.82",274

253,"$1,718.15",379

76,"$1,105.77",388

27,"$2,917.89",455

81,$211.52,185

241,$364.50,209

466,$811.15,248

345,$935.48,238

333,$429.47,242

295,"$1,331.80",451

247,"$8,162.13",51

266,"$1,181.99",77

71,"$1,921.93",100

385,"$1,630.21",487

428,$396.82,275

256,$575.06,117

399,"$1,385.29",322

197,"$1,019.16",239

178,"$1,084.55",180

293,$833.38,467

263,$919.88,288

165,"$1,779.92",379

307,$785.49,219

312,"$1,557.19",429

480,$922.75,196

94,$128.66,168

184,"$1,085.83",438

492,$304.68,152

458,$819.45,373

76,$525.54,487

464,$868.38,25

385,$140.01,421

195,$541.11,358

260,"$1,362.56",348

379,$746.54,18

473,"$1,300.51",66

374,$436.88,311

431,$689.60,101

337,$355.65,13

4,$293.53,468

403,"$2,915.29",412

5,$551.89,340

18,"$1,745.09",337

422,"$2,588.64",28

128,$638.05,60

172,"$1,014.51",258

286,"$1,158.53",406

87,$396.85,328

438,"$1,355.45",285

36,"$9,033.20",71

366,$420.04,53

52,$866.35,226

79,$155.76,463

329,$475.97,274

225,$750.25,466

230,$882.47,25

234,"$1,344.62",421

447,"$1,224.76",400

352,$801.75,10

229,$870.88,100

212,$664.47,460

153,$526.35,57

223,$693.47,136

364,"$2,124.29",490

137,$201.87,21

294,"$2,421.75",387

58,$496.20,60

482,"$5,717.61",431

204,$688.03,293

117,"$2,612.15",18

257,$314.43,109

326,$591.37,383

174,"$1,000.83",13

208,"$1,412.06",432

460,$647.52,440

120,$507.09,370

246,"$2,433.39",19

494,"$1,240.81",288

487,"$1,132.25",58

472,$397.59,307

51,$663.12,403

180,"$2,685.72",157

8,$199.51,248

362,"$1,008.82",286

333,$284.20,103

487,$966.04,61

249,$311.34,241

391,$787.21,350

436,$661.47,200

354,$281.91,126

29,$446.24,341

325,$200.27,38

84,$210.59,251

201,$845.89,118

132,$216.33,204

63,"$2,006.97",463

127,"$12,422.36",56

480,$521.75,152

377,$151.22,295

291,$356.57,119

325,$530.30,368

66,"$5,668.28",212

479,"$2,187.84",350

181,"$1,486.82",262

409,$528.77,471

62,$439.75,244

310,"$1,096.30",191

396,$910.89,267

187,"$2,465.65",93

273,$370.65,224

245,"$3,981.57",136

41,$236.59,43

335,$636.31,353

192,"$1,661.02",415

381,$201.18,92

114,$307.35,266

465,"$10,887.27",429

177,$497.56,245

447,"$2,533.05",50

29,$337.66,284

141,"$2,546.73",159

65,"$1,559.17",40

44,"$1,131.75",40

497,$152.06,296

258,$122.70,33

411,"$3,100.09",345

214,$716.79,180

187,$768.03,37

38,$954.25,316

114,"$5,315.13",280

12,$654.73,235

55,$992.59,411

68,"$1,256.21",63

141,$415.35,1

66,$753.99,12

380,"$2,294.04",292

471,$224.55,148

266,"$2,607.08",495

13,"$2,079.70",493

254,"$2,842.27",293

412,"$2,214.71",304

267,"$3,063.80",377

181,$545.20,302

418,$225.06,323

164,"$1,239.19",412

106,$936.06,418

281,$992.34,430

212,$711.91,209

79,$731.45,142

193,"$1,707.90",91

367,$89.96,319

475,$638.48,465

427,"$1,549.02",491

87,$531.81,3

9,"$1,475.14",459

242,$700.47,117

445,$480.15,41

221,$716.66,161

110,"$2,221.43",100

347,$987.05,123

57,"$6,692.46",147

432,"$14,002.06",367

110,$537.62,433

356,"$1,013.74",268

80,"$7,535.56",35

78,"$1,226.59",306

272,"$11,122.34",259

164,"$2,041.39",222

267,"$1,255.53",222

142,"$2,597.73",36

44,"$1,392.50",228

362,$770.21,45

388,$486.86,184

388,$357.04,401

341,"$1,259.74",35

130,"$6,348.95",474

73,"$1,416.70",63

98,$663.88,208

260,"$1,000.77",303

314,"$2,427.96",104

358,"$2,052.20",425

339,$639.90,280

211,$646.20,414

10,"$1,155.67",270

352,"$9,445.25",285

344,$410.18,307

242,$635.76,323

73,"$2,279.18",182

50,$237.95,176

291,"$5,353.51",6

401,"$1,328.71",341

14,$886.05,39

218,$833.72,491

426,$117.69,383

298,$380.69,456

301,$950.61,241

170,"$1,774.40",351

26,"$1,297.19",457

265,"$1,067.58",440

57,$383.51,404

202,$958.62,472

396,"$2,659.96",24

495,$215.57,190

313,"$3,774.21",457

270,"$1,098.85",264

478,$164.19,447

40,$646.34,271

464,$591.68,44

500,$474.05,236

358,"$1,263.65",255

260,$433.61,271

119,$561.86,296

231,$882.21,498

497,"$6,513.03",106

458,$747.44,401

346,$672.27,259

210,"$2,212.13",386

12,$280.21,304

99,$974.20,198

415,"$1,166.61",28

421,"$3,437.77",220

98,$281.48,13

146,"$2,347.63",49

197,$660.10,402

215,$492.19,414

26,$839.51,63

205,$832.14,272

189,$496.17,98

224,"$5,568.37",401

313,$924.50,293

209,$593.43,394

383,"$6,992.32",10

142,"$2,266.68",343

496,"$2,831.23",487

253,"$3,700.76",500

52,"$3,060.60",100

337,"$2,603.04",272

437,$203.88,446

467,"$8,839.10",272

436,"$1,249.26",5

25,$315.39,8

96,$614.40,186

353,$323.52,24

405,$587.66,268

183,"$2,316.48",149

2,$403.06,147

306,$614.61,16

457,"$1,176.15",351

387,$744.60,86

240,"$1,542.51",362

263,$548.18,125

184,$417.76,191

413,"$1,372.12",277

387,$116.93,394

160,$549.08,314

173,$695.38,220

65,"$25,196.32",233

7,"$2,117.26",489

204,$816.03,210

275,$947.68,178

410,"$1,150.43",208

194,"$1,590.40",115

57,$241.69,333

281,"$4,582.96",381

3,"$3,930.17",79

478,"$1,666.80",110

72,$313.20,417

181,$496.73,303

138,$912.90,305

252,$319.72,124

466,$130.26,102

266,"$2,327.98",291

216,"$4,118.15",171

291,"$2,072.44",490

442,$225.36,428

341,"$3,689.53",477

193,$540.59,129

334,"$1,706.10",3

234,$185.07,264

369,"$1,399.54",273

85,"$1,735.37",286

103,"$1,294.56",167

315,$532.98,364

361,$706.10,277

364,$943.86,259

329,"$6,082.53",368

133,"$3,824.20",89

459,$880.54,247

326,"$1,989.95",36

136,"$1,996.50",461

320,"$17,587.59",320

323,"$1,018.99",294

472,$355.54,448

406,$406.83,387

443,"$2,228.96",386

15,$692.03,459

461,$106.55,429

27,"$1,489.32",217

311,$235.22,302

101,$842.21,282

474,$411.04,342

338,$689.76,266

262,$527.49,79

175,"$1,692.71",372

409,"$2,952.09",304

246,$980.16,158

218,"$1,760.93",453

168,"$1,454.92",284

179,"$1,048.83",180

194,"$2,359.06",55

172,"$1,307.82",94

494,$609.56,360

142,"$4,322.50",215

394,"$1,295.14",204

311,$777.83,500

339,"$1,214.57",148

483,"$2,742.03",450

327,$512.76,321

455,"$5,269.77",130

151,$295.31,477

200,"$1,922.08",203

91,"$3,602.82",232

183,"$1,182.50",253

133,"$3,164.99",60

122,$112.79,50

479,"$1,454.80",133

269,$63.42,391

66,$481.37,25

75,$938.96,482

398,$194.69,130

182,"$1,447.31",408

89,$632.48,99

217,"$2,616.81",175

34,"$1,418.03",348

369,$509.76,224

96,$672.35,309

416,"$12,851.98",333

420,$857.68,361

175,"$1,418.94",91

115,"$1,634.13",304

116,$791.54,393

469,$977.03,359

423,"$2,513.48",435

78,$592.38,399

353,$900.79,260

287,"$4,718.77",103

412,"$8,208.14",397

307,$188.37,300

381,"$1,135.58",394

394,$518.32,296

483,"$1,086.46",381

407,$164.33,231

257,$191.12,251

90,$757.74,358

482,$212.70,462

11,$186.87,255

380,"$3,415.84",17

421,$657.37,119

139,"$1,290.09",22

410,$647.24,206

400,"$1,823.39",244

154,"$7,459.17",42

49,"$1,950.18",479

29,$776.56,156

251,$625.30,468

109,"$1,053.04",281

310,"$1,381.81",146

48,"$1,389.90",470

425,"$2,964.20",483

314,$400.84,10

358,$403.91,29

258,$429.48,209

213,"$1,135.95",337

139,"$1,533.01",437

401,$651.55,461

228,$934.56,392

172,$750.93,88

89,$344.59,115

434,$721.37,188

58,"$1,680.23",193

398,$957.51,102

175,$246.22,41

274,"$6,887.63",474

450,$254.45,185

331,"$1,312.37",385

124,$641.36,187

45,$234.49,66

70,$829.30,113

463,$377.85,458

469,$460.80,346

151,"$5,024.57",276

148,$477.52,94

159,"$3,236.50",116

46,$635.36,165

469,"$2,961.49",86

453,$498.64,96

447,"$1,418.57",327

410,$381.64,468

360,"$7,179.83",318

7,$337.83,25

86,$644.75,349

111,"$1,383.00",472

231,"$6,405.87",437

342,"$1,036.86",476

322,"$4,858.37",444

80,"$3,654.89",44

500,"$1,680.22",409

438,$459.33,210

131,$789.43,216

139,$441.31,336

307,"$2,204.14",237

493,"$4,338.29",107

150,"$1,327.21",162

98,"$2,795.88",268

282,"$1,491.26",368

478,"$1,000.91",33

72,"$1,144.43",450

40,$327.07,464

310,"$1,168.09",459

310,"$1,217.93",203

441,"$1,342.98",471

8,"$1,211.41",489

220,"$2,997.67",328

434,"$1,724.02",16

216,$990.82,130

35,"$2,354.80",238

273,$433.19,296

59,"$4,069.21",354

323,$144.91,223

83,"$1,549.69",4

98,"$8,305.96",333

133,$743.02,23

161,"$2,236.33",101

128,$287.25,281

159,"$1,022.72",298

478,$540.24,347

184,"$1,086.78",394

351,$654.79,214

82,$319.89,43

179,"$1,725.38",57

193,"$4,746.27",258

471,$108.88,212

314,$547.46,347

108,$494.60,195

210,"$1,061.84",265

91,"$1,407.47",128

464,$651.59,370

193,$365.89,490

299,$994.25,194

87,$286.81,65

300,"$2,867.31",326

317,$242.88,355

325,"$1,039.72",52

420,"$2,578.33",412

10,"$1,088.86",263

486,$149.83,19

113,$981.10,261

189,"$2,115.71",375

135,"$2,188.29",92

307,$682.95,69

200,"$1,733.75",288

100,$894.38,372

221,$808.04,432

477,"$1,517.24",79

80,"$1,778.78",26

180,"$2,737.00",164

340,$995.73,407

294,"$2,289.31",436

290,"$4,266.50",202

204,$923.25,396

483,$894.88,466

27,$672.53,65

197,"$2,697.63",150

169,$126.24,21

266,$553.06,137

213,"$3,225.09",470

348,"$3,119.85",271

456,"$2,194.52",21

36,"$1,089.59",347

158,"$1,163.83",37

170,"$1,476.59",362

403,"$3,524.90",52

316,"$5,853.57",194

192,"$1,997.31",395

364,"$1,105.90",318

182,"$2,126.38",455

92,"$1,594.34",235

22,$338.17,150

458,"$1,511.96",27

86,"$3,062.78",266

77,"$4,700.10",403

5,$389.14,60

211,$586.35,91

166,$738.60,107

1,$700.07,298

17,"$1,903.40",355

460,"$1,937.50",174

409,"$2,305.48",468

82,$716.45,265

466,"$4,090.89",455

376,$429.17,175

253,"$4,370.91",428

370,"$1,629.47",232

300,"$1,230.24",21

488,"$4,166.04",360

288,"$2,342.64",366

277,"$3,184.56",330

40,"$3,513.14",365

196,$544.53,202

473,$383.00,79

417,$396.92,243

133,"$1,820.99",188

85,$326.79,324

88,"$2,860.93",446

116,$774.03,22

489,$272.02,106

224,$310.05,143

457,$411.83,43

356,"$1,668.50",275

347,$176.25,235

197,$324.64,31

192,$508.07,366

462,"$26,555.05",47

417,$988.55,54

319,$199.52,151

25,"$3,278.36",87

46,"$2,596.10",396

291,"$3,482.23",66

328,"$4,126.25",67

461,"$2,538.43",286

70,$416.02,130

187,$819.91,184

457,"$1,694.79",55

45,$734.84,470

383,$922.63,12

133,"$7,287.99",152

385,"$1,125.02",374

292,$169.12,285

131,"$4,665.46",11

110,$203.48,413

234,$711.20,435

477,$204.30,473

138,$445.72,353

64,$460.58,366

98,"$1,588.67",305

382,"$7,121.50",320

150,"$7,745.29",229

180,"$1,042.97",443

276,$436.81,353

165,"$1,438.15",342

276,$551.41,341

249,$291.47,190

438,$479.38,384

474,$76.50,32

237,"$1,448.25",159

88,$647.75,377

144,$770.13,204

252,"$1,772.09",441

85,$108.65,442

314,$295.28,421

198,$545.56,171

288,"$1,055.88",207

274,$505.33,77

173,$155.83,228

315,$328.78,310

214,$884.49,74

90,"$1,496.31",59

388,$171.38,206

307,$955.88,441

461,$726.01,474

4,$197.17,462

260,"$2,232.83",444

224,$352.02,242

19,"$1,026.88",379

403,$277.40,61

301,"$1,830.31",37

380,"$1,887.11",306

246,$868.58,395

135,$669.55,235

256,"$2,155.69",120

347,"$4,595.28",428

115,"$1,403.89",60

23,$293.08,14

306,$824.74,24

210,"$2,636.55",282

44,$770.31,259

351,$707.10,169

152,$565.49,96

22,"$4,345.84",334

145,"$2,169.22",28

34,$875.97,52

173,"$2,154.45",476

477,"$2,470.71",128

147,$501.77,136

202,$273.33,158

354,"$1,318.72",141

185,"$2,827.24",2

475,"$2,160.26",151

160,$636.84,221

328,$286.87,70

221,"$1,901.55",152

243,"$9,291.21",306

173,$239.52,19

241,$603.39,220

308,"$2,674.27",315

374,$192.51,166

493,"$3,062.51",5

385,$143.55,203

300,$328.80,194

37,$733.34,254

270,"$1,361.55",167

324,$848.50,209

122,$383.76,136

57,$381.11,56

288,$448.56,319

344,"$1,407.50",35

483,"$2,127.94",165

203,$291.14,7

22,$260.94,179

233,"$1,929.24",478

324,"$1,569.27",410

314,$631.03,78

174,"$1,215.15",144

234,$418.92,491

488,"$1,249.47",366

256,$495.87,444

436,"$3,721.55",472

377,$929.33,219

254,$827.84,157

324,"$2,142.76",300

212,$410.27,63

207,"$1,356.42",312

189,$196.58,282

86,$407.74,287

103,"$1,781.19",207

256,$887.93,46

443,$652.07,241

199,$659.21,364

121,"$3,412.95",339

63,"$2,969.51",47

264,$475.65,175

167,"$2,141.00",46

269,$443.42,84

340,$469.61,100

209,"$1,248.69",256

468,"$1,408.59",45

7,$59.84,325

187,$898.72,419

84,"$1,363.61",157

355,"$2,091.23",260

4,$586.67,237

14,"$1,106.78",248

497,"$1,538.62",251

374,$282.19,391

17,"$1,131.43",176

255,$306.66,61

419,$676.86,434

499,$292.56,440

291,$752.76,63

488,"$1,760.74",134

40,$860.59,354

245,$619.62,168

298,$171.18,436

143,"$6,624.20",362

162,$462.97,346

181,"$1,365.16",277

425,$931.24,165

349,$535.08,319

268,"$3,163.09",213

222,"$1,126.87",148

143,$726.16,437

368,$599.63,225

240,$703.33,292

265,"$2,097.16",284

124,"$1,647.48",222

330,"$13,389.98",1

311,"$1,865.44",74

134,$355.50,441

400,"$1,551.71",202

209,$661.66,331

3,$417.01,329

181,$504.00,345

345,$699.94,409

293,$872.72,205

463,$507.72,177

373,"$1,512.37",215

5,$234.33,488

381,$347.00,253

64,"$1,392.85",34

316,"$3,950.22",48

240,$649.81,499

298,$564.00,353

15,"$3,728.56",233

325,"$2,331.53",172

372,"$2,467.87",185

457,"$1,205.46",412

249,"$1,920.00",344

396,"$2,667.62",276

249,"$2,840.38",186

472,$754.19,200

395,$404.32,244

142,$417.23,98

131,"$5,009.04",106

419,$467.71,412

353,$248.89,279

266,"$1,804.24",298

352,"$1,410.66",290

41,"$2,865.32",305

403,$710.42,346

91,$251.34,345

59,$469.61,366

252,$115.97,416

143,"$2,181.88",358

463,"$1,609.07",393

361,$568.92,252

463,"$3,247.92",311

94,"$1,463.78",3

365,$136.19,40

91,$946.47,278

299,$754.16,245

135,"$4,663.32",371

256,$255.37,319

378,$459.55,111

419,$509.87,264

159,"$1,679.79",345

327,"$3,261.79",204

377,"$6,423.90",32

474,$547.59,165

418,"$1,061.45",418

350,"$1,865.78",268

336,"$1,938.62",439

282,$100.75,188

359,"$2,193.27",445

272,"$1,341.09",378

500,$69.67,453

338,"$1,707.95",162

102,"$1,009.09",302

147,"$5,322.67",259

281,"$1,261.54",207

375,"$1,582.35",423

221,$363.12,468

376,"$1,847.14",311

417,$842.43,69

237,$518.18,396

410,"$3,414.88",222

464,$305.21,46

264,"$1,292.48",224

307,$342.27,432

500,"$2,324.75",403

253,$396.94,127

346,$376.38,315

105,$685.98,128

25,$874.45,454

377,"$2,673.09",373

163,"$1,116.27",456

253,$635.26,199

175,$873.28,423

108,$409.89,75

171,"$12,963.88",230

299,"$1,158.65",23

434,$551.15,63

53,$458.48,113

13,$734.42,30

86,"$1,191.89",295

429,$655.96,60

270,$780.87,366

69,"$1,132.23",236

291,$912.82,468

409,$361.21,282

100,"$1,961.48",301

70,"$3,300.73",291

449,$287.36,414

270,"$1,357.47",98

210,$872.34,11

426,$863.71,391

27,$418.74,313

17,$671.83,251

34,"$3,287.70",478

82,$586.95,485

46,"$4,547.68",207

118,"$3,142.50",240

390,$642.66,215

315,"$1,509.52",238

466,"$1,736.61",253

400,$777.91,420

314,"$1,603.50",30

141,$232.60,227

244,"$3,604.40",159

308,"$2,140.62",435

420,$379.90,259

207,$805.41,273

450,$143.28,29

303,$420.49,264

408,$832.08,480

453,"$2,018.40",293

495,$286.23,499

7,$170.95,180

327,$640.09,497

225,$568.78,57

440,$781.73,268

435,"$2,126.22",306

164,"$1,583.75",102

80,"$5,975.83",283

361,"$2,174.01",200

463,"$3,093.77",242

343,"$2,334.59",310

109,"$2,941.96",66

217,"$6,223.86",439

278,$604.71,363

455,$620.47,454

12,$453.32,60

171,$618.92,468

205,$94.27,144

469,$123.74,190

255,"$2,865.13",128

82,"$1,321.72",278

54,$191.64,81

233,"$1,033.68",218

24,$717.77,115

305,$650.80,138

53,"$1,552.79",86

127,$310.96,357

44,$601.25,127

212,$632.98,273

208,$714.88,320

332,$805.80,362

405,$125.77,257

449,$133.79,489

355,"$1,076.92",240

360,"$10,296.09",296

210,$821.63,495

184,$644.46,366

331,"$1,670.19",416

335,"$3,798.61",143

27,"$3,662.62",151

204,"$3,663.83",202

139,$476.01,305

365,"$2,290.03",170

45,"$1,676.36",88

63,$393.09,367

298,"$2,776.29",417

486,"$5,895.12",116

60,$93.23,3

442,$185.93,178

398,"$2,430.43",255

419,"$2,043.36",193

458,$731.59,426

189,$820.40,277

351,$429.15,306

343,$434.47,353

256,$290.80,148

482,"$1,601.36",127

281,"$1,122.79",457

136,$568.09,94

154,"$2,739.20",49

112,"$2,591.98",352

298,"$1,503.08",489

372,"$1,632.01",195

344,"$1,516.59",221

366,$855.55,500

408,$692.78,126

147,$296.79,441

1,$762.32,211

393,$793.57,83

74,"$1,047.70",60

132,"$2,652.19",252

281,"$1,451.71",198

179,"$1,799.70",429

499,"$1,476.07",119

68,"$2,713.46",236

319,$926.63,377

243,"$4,456.29",2

150,$176.83,18

204,"$6,066.33",123

423,"$6,903.48",310

1,$554.51,109

49,"$2,652.53",390

77,"$8,920.78",226

352,$866.53,404

136,"$3,560.03",4

132,$426.67,100

400,$510.58,55

400,$263.45,264

198,$707.18,38

306,$732.76,444

144,"$9,033.61",149

171,$493.95,489

387,"$3,316.47",485

140,"$1,493.30",314

82,"$1,527.20",406

98,$806.76,454

136,"$1,163.67",224

453,$838.11,193

153,$368.17,215

275,$85.81,213

466,"$1,199.94",97

176,$937.99,241

189,"$1,236.93",460

187,$448.86,452

193,$711.65,12

469,$761.99,289

426,"$1,189.99",448

289,"$3,800.45",144

224,"$1,234.82",123

159,"$1,188.22",164

305,$614.41,412

416,"$1,941.71",316

439,$463.07,35

500,$483.64,128

340,"$1,390.07",153

54,$949.87,416

467,$486.08,144

135,"$1,365.98",28

134,$891.22,342

341,$645.51,232

4,"$3,019.99",199

491,$278.37,23

378,$693.83,414

68,"$1,560.63",72

198,$601.60,311

76,"$1,997.52",276

202,"$5,358.03",240

208,$776.12,244

194,"$1,935.65",59

393,"$1,318.11",144

138,"$1,091.44",57

112,"$1,356.36",307

345,$398.49,353

29,"$1,302.26",154

185,$322.93,79

401,"$1,505.61",486

29,"$1,387.21",246

191,"$16,477.96",185

289,"$2,457.84",19

336,"$6,580.98",328

204,$815.08,316

285,$834.12,381

9,"$1,136.10",66

183,"$1,229.64",192

32,$752.02,153

264,$624.56,462

17,$345.35,41

32,$315.78,237

122,$787.93,91

138,"$1,587.51",462

36,$898.54,402

347,"$1,463.44",228

220,"$3,730.01",149

349,"$1,545.99",145

402,$289.18,246

452,$560.06,355

73,"$8,161.50",281

436,"$1,021.25",201

237,$731.12,369

29,$939.00,78

338,$685.16,213

302,"$1,506.91",13

491,"$1,100.64",421

238,"$3,555.39",342

302,"$7,467.37",160

363,"$1,656.01",470

8,"$8,021.55",316

249,"$2,189.74",77

39,$326.93,30

35,$369.87,125

406,$520.63,130

2,"$1,210.13",330

291,"$9,034.53",471

123,$286.64,372

440,$610.54,237

366,"$2,583.70",24

360,$506.56,199

65,$325.37,133

138,$802.66,465

22,"$10,380.62",459

304,$167.36,364

257,"$2,323.44",172

370,"$1,329.81",313

464,"$2,673.11",285

147,$503.30,297

175,"$1,365.45",323

12,$947.34,381

148,"$5,578.65",234

217,$301.93,374

73,$861.99,219

417,$194.12,418

159,$812.56,26

354,"$2,216.94",21

431,$180.20,379

188,$653.69,105

13,$153.62,281

442,$323.27,177

419,"$1,819.64",82

114,"$1,012.63",37

111,"$1,179.81",69

151,$879.76,490

335,$514.89,30

228,$128.76,249

303,"$3,644.95",282

357,"$1,524.26",119

99,"$1,286.35",138

349,$160.74,76

96,$693.01,219

20,$309.41,69

267,$232.88,119

493,"$2,367.98",284

368,"$1,075.67",116

89,$612.68,429

308,$401.25,455

123,$415.75,255

228,"$1,628.83",47

98,$326.85,208

153,$378.86,475

66,"$3,801.85",320

185,"$4,794.89",2

446,"$1,898.92",263

304,"$1,027.19",35

474,"$4,845.01",334

456,"$1,271.18",248

327,"$1,459.53",415

83,"$2,070.46",383

226,$691.19,140

265,"$1,387.94",485

255,$431.90,163

493,"$6,562.09",478

383,$175.41,119

117,"$9,489.23",428

282,"$2,568.05",101

365,"$4,942.29",396

70,"$1,067.61",489

328,$665.04,461

376,"$1,628.75",8

31,"$1,159.31",235

68,$320.96,441

94,"$1,069.79",301

214,$289.63,225

425,"$1,352.35",396

227,"$1,164.58",466

371,$467.37,417

336,$808.96,458

349,"$1,111.51",249

309,$91.34,394

397,$634.48,287

375,$320.82,262

24,$964.27,315

5,"$3,483.65",72

16,"$1,400.45",36

465,"$1,626.73",243

425,$675.46,3

475,$771.93,247

171,"$4,089.56",379

265,$726.13,41

422,$986.87,147

68,"$1,258.63",214

344,$951.04,462

342,"$1,877.23",274

494,"$1,091.42",268

347,"$1,832.17",49

370,"$16,997.82",374

40,$650.43,10

446,"$2,424.73",212

125,$222.26,151

375,$450.33,363

473,$158.90,363

272,"$1,342.51",121

347,"$2,043.92",439

153,$754.46,404

107,$725.62,284

100,$479.25,28

338,$121.51,48

376,$979.06,110

134,"$2,274.17",370

37,"$2,008.94",318

427,$694.13,328

50,$440.79,333

192,$898.77,105

47,"$1,914.63",12

351,"$2,887.86",464

50,"$2,518.03",393

14,$878.78,52

357,"$1,762.19",225

437,$659.28,320

204,$319.31,153

90,$148.84,169

248,"$3,229.23",298

135,"$1,175.59",413

156,$661.03,109

462,"$1,212.39",485

108,$603.07,313

294,$660.69,94

348,"$1,457.58",68

216,"$1,299.86",480

82,$358.67,420

215,$949.41,71

87,$509.07,402

397,$987.29,122

242,"$1,405.11",408

21,"$2,158.35",127

210,"$3,266.46",93

366,$468.93,10

441,$828.73,492

